USER ID : 1006 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIJCAYQIxgnGOoCMgkIBxAjGCcY6gLSAQwzMDY3MjU3NWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Mon Feb 05 2024 18:19:28 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgDEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMhEIBBAAGAMYQhiPARi0AhjqAjIPCAUQLhgDGI8BGLQCGOoCMhEIBhAAGAMYQhiPARi0AhjqAjIRCAcQABgDGEIYjwEYtAIY6gLSAQwxNTYyOTU3OWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Tue Feb 13 2024 14:39:24 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Dashboard/DownloadData?email=pavan@gmail.com&dataType=TotalHours | TIME OF ACCESS : Tue Feb 13 2024 14:45:54 GMT+0530 (India Standard Time)
USER ID : 3009 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 14:53:32 GMT+0530 (India Standard Time)
USER ID : 3009 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMhEIBBAAGAMYQhiPARi0AhjqAjIPCAUQLhgDGI8BGLQCGOoCMhEIBhAAGAMYQhiPARi0AhjqAjIRCAcQABgDGEIYjwEYtAIY6gLSAQwxNjQ4MTI0N2owajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Tue Feb 13 2024 14:53:32 GMT+0530 (India Standard Time)
USER ID : 3009 | URL :edge://newtab/ | TIME OF ACCESS : Tue Feb 13 2024 14:53:37 GMT+0530 (India Standard Time)
USER ID : 3009 | URL :https://www.youtube.com/ | TIME OF ACCESS : Tue Feb 13 2024 14:53:37 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Tue Feb 13 2024 15:20:52 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 15:21:02 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMhEIBBAAGAMYQhiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBDDE4MTI5NDMyajBqN6gCCLACAQ&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Tue Feb 13 2024 15:21:02 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 15:25:05 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 15:36:00 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 13 2024 15:54:08 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 15:54:18 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Tue Feb 13 2024 16:01:48 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Tue Feb 13 2024 16:01:58 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Wed Feb 14 2024 11:40:27 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Wed Feb 14 2024 11:40:37 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=bard gemini app&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgDEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMhEIBBAAGAMYQhiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMg8IBxAuGAMYjwEYtAIY6gLSAQs3ODk1NjM1ajBqN6gCCLACAQ&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Wed Feb 14 2024 11:58:17 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=sovereign gold bonds&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqEQgEEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyCQgBEEUYOxjCAzIJCAIQRRg7GMIDMgkIAxBFGDsYwgMyEQgEEAAYAxhCGI8BGLQCGOoCMhEIBRAAGAMYQhiPARi0AhjqAjIRCAYQABgDGEIYjwEYtAIY6gIyEQgHEAAYAxhCGI8BGLQCGOoC0gELODAzMzAxOGowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Wed Feb 14 2024 12:00:37 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=gujarat gas results&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqEQgHEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyCQgBEEUYOxjCAzIJCAIQRRg7GMIDMgkIAxBFGDsYwgMyCQgEEEUYOxjCAzIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCzgyNDE2MzRqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Wed Feb 14 2024 12:04:07 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.youtube.com/ | TIME OF ACCESS : Wed Feb 14 2024 12:08:02 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.flipkart.com/?affid=affsiteplug&affExtParam1=bbcbef360311a210d8f9686983e76c22&affExtParam2=60827 | TIME OF ACCESS : Wed Feb 14 2024 12:08:02 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :chrome://newtab/ | TIME OF ACCESS : Wed Feb 14 2024 15:02:07 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=whatsapp web&rlz=1C1ONGR_enIN1085IN1086&oq=wh&gs_lcrp=EgZjaHJvbWUqDQgCEAAYgwEYsQMYgAQyDwgAEEUYORiDARixAxiABDINCAEQABiDARixAxiABDINCAIQABiDARixAxiABDINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDIHCAUQABiABDINCAYQABiDARixAxiABDISCAcQABgKGIMBGLEDGIAEGIoFMgcICBAAGIAEMhAICRAAGIMBGLEDGIAEGIoF0gEINDE3NGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Wed Feb 14 2024 15:02:17 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Wed Feb 14 2024 16:49:36 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Wed Feb 14 2024 16:51:26 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Wed Feb 14 2024 16:52:45 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Wed Feb 14 2024 16:52:55 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 15 2024 11:34:03 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://web.whatsapp.com/ | TIME OF ACCESS : Thu Feb 15 2024 12:17:21 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Thu Feb 15 2024 12:34:43 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Thu Feb 15 2024 12:35:43 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/AdminDashboard | TIME OF ACCESS : Thu Feb 15 2024 12:36:33 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Thu Feb 15 2024 12:39:03 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=time tracking UI&rlz=1C1ONGR_enIN1085IN1086&oq=time tracking UI&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIICAIQABgWGB4yCAgDEAAYFhgeMggIBBAAGBYYHjIICAUQABgWGB4yDQgGEAAYhgMYgAQYigUyDQgHEAAYhgMYgAQYigUyDQgIEAAYhgMYgAQYigUyDQgJEAAYhgMYgAQYigXSAQg2MjE0ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Thu Feb 15 2024 12:43:01 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://dribbble.com/tags/time tracker | TIME OF ACCESS : Thu Feb 15 2024 12:43:21 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.eleken.co/blog-posts/time-tracking-app-design-how-to-make-an-app-that-increases-productivity | TIME OF ACCESS : Thu Feb 15 2024 12:43:31 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.figma.com/community/file/877861267642234232/timepad-time-tracker-ui-kit | TIME OF ACCESS : Thu Feb 15 2024 12:43:41 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.workcomposer.com/?source_campaign=time-tracking-4&gad_source=1&gclid=Cj0KCQiA5rGuBhCnARIsAN11vgQBXgiOLZfsEUDr6LZA8RuCIbXcBAkAufrEFwM--w0ln5-Pwf4D9p0aAqqTEALw_wcB | TIME OF ACCESS : Thu Feb 15 2024 12:44:01 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?sca_esv=67c93a61bbf2e847&rlz=1C1ONGR_enIN1085IN1086&sxsrf=ACQVn09rsMkBAXaiEyT0pMOMLJqI9-PDBA:1707981177966&q=Time tracking ui free&sa=X&ved=2ahUKEwj-85Tb5ayEAxU-2DgGHUGCAxMQ1QJ6BAgiEAE&biw=1280&bih=593&dpr=1 | TIME OF ACCESS : Thu Feb 15 2024 12:44:11 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.quidlo.com/blog/open-source-time-tracking-software/ | TIME OF ACCESS : Thu Feb 15 2024 12:44:41 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?sca_esv=67c93a61bbf2e847&rlz=1C1ONGR_enIN1085IN1086&sxsrf=ACQVn09rsMkBAXaiEyT0pMOMLJqI9-PDBA:1707981177966&q=Time tracking ui free&sa=X&ved=2ahUKEwj-85Tb5ayEAxU-2DgGHUGCAxMQ1QJ6BAgiEAE&biw=1280&bih=593&dpr=1#ip=1 | TIME OF ACCESS : Thu Feb 15 2024 12:44:51 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=Time tracking ui free&sca_esv=67c93a61bbf2e847&rlz=1C1ONGR_enIN1085IN1086&tbm=isch&sxsrf=ACQVn08IR1AmD5cLw6RRTahLeDce8FckkA:1707981250200&source=lnms&sa=X&ved=2ahUKEwjuxs395ayEAxX9g1YBHUA1CAcQ_AUoAXoECAEQAw&biw=1280&bih=593&dpr=1 | TIME OF ACCESS : Thu Feb 15 2024 12:45:11 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Thu Feb 15 2024 13:13:55 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Thu Feb 15 2024 13:15:35 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Thu Feb 15 2024 13:17:25 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Thu Feb 15 2024 14:29:24 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 15 2024 14:29:34 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :chrome://newtab/ | TIME OF ACCESS : Thu Feb 15 2024 14:42:44 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.google.com/search?q=html compiler&rlz=1C1ONGR_enIN1085IN1086&oq=html&gs_lcrp=EgZjaHJvbWUqDQgBEAAYgwEYsQMYgAQyDwgAEEUYORiDARixAxiABDINCAEQABiDARixAxiABDINCAIQABiDARixAxiABDINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDIGCAYQRRg8MgYIBxBFGDzSAQg5NTkwajBqN6gCALACAA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Thu Feb 15 2024 14:43:04 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.programiz.com/html/online-compiler/ | TIME OF ACCESS : Thu Feb 15 2024 14:43:54 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.programiz.com/html/online-compiler/#google_vignette | TIME OF ACCESS : Thu Feb 15 2024 14:46:24 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#sent | TIME OF ACCESS : Thu Feb 15 2024 14:51:41 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#advanced-search/exclude_cal=true&query=in:sent&isrefinement=true | TIME OF ACCESS : Thu Feb 15 2024 14:52:31 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#advanced-search/from=deepjyotikorde@gmail.com&exclude_cal=true&query=in:sent&isrefinement=true&fromdisplay=deepjyoti korde | TIME OF ACCESS : Thu Feb 15 2024 14:52:41 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#advanced-search/is_unread=true&query=salary&isrefinement=true | TIME OF ACCESS : Thu Feb 15 2024 14:52:51 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#advanced-search/query=salary&isrefinement=true | TIME OF ACCESS : Thu Feb 15 2024 14:53:01 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#starred | TIME OF ACCESS : Thu Feb 15 2024 14:53:11 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#starred/KtbxLwGgFpzSlsLqKqHNZMbrQRHbwvBjHg | TIME OF ACCESS : Thu Feb 15 2024 14:53:21 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#search/shital.poman@ideastoimpacts.com/QgrcJHshbMvmrVrhjvZqjHpqmfpTGqNJSsb | TIME OF ACCESS : Thu Feb 15 2024 14:57:21 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox | TIME OF ACCESS : Thu Feb 15 2024 14:59:31 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://www.bing.com/search?toncp=0&form=NTPCHB&q=Bing AI&showconv=0 | TIME OF ACCESS : Thu Feb 15 2024 15:07:27 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Thu Feb 15 2024 15:19:24 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Thu Feb 15 2024 15:29:24 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/login | TIME OF ACCESS : Thu Feb 15 2024 15:29:54 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Thu Feb 15 2024 15:32:01 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 15 2024 15:32:11 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Thu Feb 15 2024 15:44:31 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Thu Feb 15 2024 15:51:30 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 15 2024 15:51:40 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 15 2024 15:53:40 GMT+0530 (India Standard Time)
USER ID : 4007 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Thu Feb 15 2024 16:36:00 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 16 2024 12:00:16 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQ0xODA4MzUzMDBqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 16 2024 12:00:36 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 16 2024 12:00:46 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 16 2024 12:00:56 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.google.com/search?q=bard gemini app&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgDEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQ0xODA4NjAxODdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 16 2024 12:01:06 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.google.com/search?gs_ssp=eJzj4tTP1TewzEouK1ZgNGB0YPBir8wvLSlNSgUAUQAG7g&q=youtube&rlz=1C1ONGR_enIN1085IN1086&oq=y&gs_lcrp=EgZjaHJvbWUqEwgBEC4YgwEYxwEYsQMY0QMYgAQyDwgAEEUYORiDARixAxiABDITCAEQLhiDARjHARixAxjRAxiABDINCAIQABiDARixAxiABDITCAMQLhiDARjHARixAxjRAxiABDINCAQQLhiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIGCAcQRRg80gEIMTUzNWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 16 2024 12:01:16 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 16 2024 13:01:34 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://chat.openai.com/ | TIME OF ACCESS : Fri Feb 16 2024 13:59:59 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://chat.openai.com/c/18376c10-aa24-47a9-b5e6-0ce4bb9173aa | TIME OF ACCESS : Fri Feb 16 2024 14:01:09 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 16 2024 14:05:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Fri Feb 16 2024 14:07:54 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Fri Feb 16 2024 14:08:34 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/EditAdmin/4006 | TIME OF ACCESS : Fri Feb 16 2024 14:11:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/EditUser/4010 | TIME OF ACCESS : Fri Feb 16 2024 14:11:34 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :chrome://newtab/ | TIME OF ACCESS : Fri Feb 16 2024 14:12:44 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.google.com/search?q=bootstrap&rlz=1C1ONGR_enIN1085IN1086&oq=bootstrp&gs_lcrp=EgZjaHJvbWUqDwgBEAAYChiDARixAxiABDIGCAAQRRg5Mg8IARAAGAoYgwEYsQMYgAQyDwgCEAAYChiDARixAxiABDIPCAMQABgKGIMBGLEDGIAEMg8IBBAAGAoYgwEYsQMYgAQyDwgFEAAYChiDARixAxiABDIPCAYQABgKGIMBGLEDGIAEMg8IBxAAGAoYgwEYsQMYgAQyDwgIEAAYChiDARixAxiABNIBCTk4MDBqMGoxNagCALACAA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 16 2024 14:12:54 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://getbootstrap.com/docs/5.3/getting-started/introduction/ | TIME OF ACCESS : Fri Feb 16 2024 14:13:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://getbootstrap.com/docs/5.3/utilities/flex/ | TIME OF ACCESS : Fri Feb 16 2024 14:13:14 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/AdminDashboard | TIME OF ACCESS : Fri Feb 16 2024 14:14:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.google.com/search?q=footer stick to bottom&rlz=1C1ONGR_enIN1085IN1086&oq=footer sti&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyBwgBEAAYgAQyBwgCEAAYgAQyBggDEEUYOTIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCTQ1MDVqMGoxNagCALACAA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 16 2024 14:14:34 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.w3schools.com/howto/howto_css_fixed_footer.asp | TIME OF ACCESS : Fri Feb 16 2024 14:14:44 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.geeksforgeeks.org/how-to-create-footer-to-stay-at-the-bottom-of-a-web-page/ | TIME OF ACCESS : Fri Feb 16 2024 14:16:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://stackoverflow.com/questions/71684326/how-to-put-footer-to-the-bottom-of-the-page | TIME OF ACCESS : Fri Feb 16 2024 14:16:04 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 16 2024 16:20:13 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Fri Feb 16 2024 16:20:23 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Fri Feb 16 2024 16:20:33 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/OrganizationDashboard | TIME OF ACCESS : Fri Feb 16 2024 16:20:43 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/EditUser/4008 | TIME OF ACCESS : Fri Feb 16 2024 17:33:33 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://localhost:44363/Dashboard/DeleteUser/4010 | TIME OF ACCESS : Fri Feb 16 2024 17:51:23 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://web.whatsapp.com/ | TIME OF ACCESS : Fri Feb 16 2024 17:54:50 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.diffchecker.com/ | TIME OF ACCESS : Fri Feb 16 2024 17:55:50 GMT+0530 (India Standard Time)
USER ID : 4010 | URL :https://www.diffchecker.com/text-compare/ | TIME OF ACCESS : Fri Feb 16 2024 17:56:10 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Sat Feb 17 2024 16:59:38 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Sat Feb 17 2024 16:59:48 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Sat Feb 17 2024 16:59:58 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Sat Feb 17 2024 17:20:25 GMT+0530 (India Standard Time)
USER ID : 2 | URL :chrome://newtab/ | TIME OF ACCESS : Sat Feb 17 2024 17:29:25 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://www.google.com/search?q=how to get only date in dateTime c#&oq=how to get only date in dateTime c#&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIICAIQABgWGB4yCAgDEAAYFhgeMggIBBAAGBYYHjIICAUQABgWGB4yCAgGEAAYFhgeMggIBxAAGBYYHjIICAgQABgWGB4yCAgJEAAYFhge0gEINjAzNWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Sat Feb 17 2024 17:30:05 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Sat Feb 17 2024 17:33:55 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Sat Feb 17 2024 17:58:57 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Sat Feb 17 2024 17:59:07 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Sat Feb 17 2024 17:59:57 GMT+0530 (India Standard Time)
USER ID : 2 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Sat Feb 17 2024 18:00:27 GMT+0530 (India Standard Time)
